Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Negative Regulation Of Cytokine Production (GO:0001818),1/178,0.0773215053316348,0.1000136862441799,0,0,13.992937853107344,35.81888661905276,VSIR
GO_Biological_Process_2023,Macromolecule Biosynthetic Process (GO:0009059),1/183,0.0794144803893672,0.1016163781326312,0,0,13.605082417582418,34.46268808650449,FAU
Reactome_2022,Cell Surface Interactions At Vascular Wall R-HSA-202733,1/134,0.0587201483703276,0.1016861105925186,0,0,18.663533834586467,52.91060270909931,CD2
GO_Biological_Process_2023,Regulation Of Cell Differentiation (GO:0045595),1/193,0.0835877745583714,0.1047046860257494,0,0,12.889973958333334,31.991085077547652,PBRM1
GO_Biological_Process_2023,Transcription By RNA Polymerase II (GO:0006366),1/192,0.0831712032407706,0.1047046860257494,0,0,12.958115183246074,32.224941948972926,PBRM1
GO_Biological_Process_2023,Endomembrane System Organization (GO:0010256),1/196,0.0848364792337448,0.1051618857168294,0,0,12.689743589743587,31.305973674635545,SYNE1
KEGG_2021_Human,Salmonella infection,1/249,0.1066489734211634,0.1066489734211634,0,0,9.951108870967742,22.27269586374381,FYCO1
KEGG_2021_Human,Hepatocellular carcinoma,1/168,0.0731228619700588,0.1066489734211634,0,0,14.838323353293411,38.81132944325382,PBRM1
KEGG_2021_Human,Ribosome,1/158,0.0689072444303956,0.1066489734211634,0,0,15.79140127388535,42.24190306488084,FAU
KEGG_2021_Human,Hematopoietic cell lineage,1/99,0.0436863649787728,0.1066489734211634,0,0,25.37372448979592,79.43800744515411,CD2
KEGG_2021_Human,Coronavirus disease,1/232,0.0997034064440166,0.1066489734211634,0,0,10.692640692640692,24.65247587044531,FAU
GO_Biological_Process_2023,Defense Response To Bacterium (GO:0042742),1/204,0.0881589675605576,0.1081537849454263,0,0,12.18472906403941,29.59199926092177,FAU
Reactome_2022,Infectious Disease R-HSA-5663205,2/961,0.0663321580089894,0.1102862014807039,0,0,5.670192164457024,15.383687574566537,PBRM1;FAU
Reactome_2022,Cellular Response To Starvation R-HSA-9711097,1/153,0.0667930516009897,0.1102862014807039,0,0,16.314967105263158,44.15084974035449,FAU
GO_Biological_Process_2023,Positive Regulation Of Cell Motility (GO:2000147),1/221,0.0951836785983569,0.1155801811551476,0,0,11.233522727272728,26.420647776962355,VSIR
GO_Biological_Process_2023,Apoptotic Process (GO:0006915),1/228,0.0980621963798774,0.1166940136920541,0,0,10.883259911894273,25.27259840546606,CD2
GO_Biological_Process_2023,Chromatin Remodeling (GO:0006338),1/228,0.0980621963798774,0.1166940136920541,0,0,10.883259911894273,25.27259840546606,PBRM1
GO_Biological_Process_2023,Translation (GO:0006412),1/234,0.1005230155685297,0.117276851496618,0,0,10.599785407725324,24.35161381339332,FAU
GO_Biological_Process_2023,Positive Regulation Of Developmental Process (GO:0051094),1/233,0.1001132939513702,0.117276851496618,0,0,10.646012931034482,24.501296213308127,PBRM1
Reactome_2022,Regulation Of Expression Of SLITs And ROBOs R-HSA-9010553,1/167,0.0727020650423193,0.1173146958637426,0,0,14.928463855421686,39.133258536536474,FAU
